1,1,0,1,1,0.7854,0.5,0
1,1,1,102235,0,0,0,
1,1,2,102234,0,0,0,
1,1,3,101624,0,0,0,
1,1,4,101625,0,0,0,
1,1,5,101626,0,0,0,
1,1,6,101627,0,0,0,
1,1,7,101628,0,0,0,
1,1,8,101629,0,0,0,
1,1,9,101630,0,0,0,
1,1,10,100284,0,0,0,
1,1,11,100285,0,0,0,
1,1,12,100286,0,0,0,
1,1,13,100287,0,0,0,
1,1,14,100288,0,0,0,
1,1,15,100289,0,0,0,
1,1,16,100290,0,0,0,
1,1,17,100291,0,0,0,
1,1,18,100292,0,0,0,
1,1,19,100293,0,0,0,
1,1,20,100294,0,0,0,
1,1,21,100295,0,0,0,
1,1,22,100296,0,0,0,
1,1,23,100297,0,0,0,
1,1,24,100298,0,0,0,
1,1,25,100299,0,0,0,
1,1,26,100300,0,0,0,
1,1,27,100301,0,0,0,
1,1,28,100302,0,0,0,
1,1,29,100303,0,0,0,
1,1,30,100304,0,0,0,
1,1,31,100305,0,0,0,
1,1,32,100306,0,0,0,
1,1,33,100307,0,0,0,
1,1,34,100502,0,0,0,
1,1,35,100503,0,0,0,
1,1,36,100504,0,0,0,
1,1,37,100505,0,0,0,
1,1,38,100506,0,0,0,
1,1,39,100507,0,0,0,
1,1,40,100508,0,0,0,
1,1,41,100509,0,0,0,
1,1,42,100510,0,0,0,
1,1,43,100511,0,0,0,
1,1,44,100512,0,0,0,
1,1,45,100513,0,0,0,
1,1,46,100514,0,0,0,
1,1,47,100515,0,0,0,
1,1,48,100516,0,0,0,
1,1,49,100517,0,0,0,
1,1,50,100518,0,0,0,
1,1,51,100519,0,0,0,
1,1,52,100520,0,0,0,
1,1,53,100521,0,0,0,
1,1,54,100522,0,0,0,
1,1,55,100523,0,0,0,
1,1,56,100524,0,0,0,
1,1,57,100525,0,0,0,
1,1,58,100526,0,0,0,
1,1,59,100527,0,0,0,
1,1,60,100528,0,0,0,
1,1,61,100529,0,0,0,
1,1,62,100530,0,0,0,
1,1,63,100531,0,0,0,
1,1,64,101740,0,0,0,
1,1,65,101739,0,0,0,
1,1,66,101738,0,0,0,
1,1,67,101737,0,0,0,
1,1,68,101736,0,0,0,
,,,,,,,
2,2,0,25.7,1.772,0.009,0.5,0
2,2,1,102232,0,0,0,
2,2,2,102233,0,0,0,
2,2,3,102186,0,0,0,
2,2,4,101636,0,0,0,
2,2,5,101635,0,0,0,
2,2,6,101634,0,0,0,
2,2,7,101633,0,0,0,
2,2,8,101632,0,0,0,
2,2,9,101631,0,0,0,
2,2,10,100448,0,0,0,
2,2,11,100449,0,0,0,
2,2,12,100450,0,0,0,
2,2,13,100451,0,0,0,
2,2,14,100452,0,0,0,
2,2,15,100453,0,0,0,
2,2,16,100454,0,0,0,
2,2,17,100455,0,0,0,
2,2,18,100456,0,0,0,
2,2,19,100457,0,0,0,
2,2,20,100458,0,0,0,
2,2,21,100459,0,0,0,
2,2,22,100460,0,0,0,
2,2,23,100461,0,0,0,
2,2,24,100462,0,0,0,
2,2,25,100463,0,0,0,
2,2,26,100464,0,0,0,
2,2,27,100465,0,0,0,
2,2,28,100466,0,0,0,
2,2,29,100467,0,0,0,
2,2,30,100468,0,0,0,
2,2,31,100469,0,0,0,
2,2,32,100470,0,0,0,
2,2,33,100471,0,0,0,
2,2,34,100472,0,0,0,
2,2,35,100473,0,0,0,
2,2,36,100474,0,0,0,
2,2,37,100475,0,0,0,
2,2,38,100476,0,0,0,
2,2,39,100477,0,0,0,
2,2,40,100478,0,0,0,
2,2,41,100479,0,0,0,
2,2,42,100480,0,0,0,
2,2,43,100481,0,0,0,
2,2,44,100482,0,0,0,
2,2,45,100483,0,0,0,
2,2,46,100484,0,0,0,
2,2,47,100485,0,0,0,
2,2,48,100486,0,0,0,
2,2,49,100487,0,0,0,
2,2,50,100488,0,0,0,
2,2,51,100489,0,0,0,
2,2,52,100490,0,0,0,
2,2,53,100491,0,0,0,
2,2,54,100492,0,0,0,
2,2,55,100493,0,0,0,
2,2,56,100494,0,0,0,
2,2,57,100495,0,0,0,
2,2,58,100496,0,0,0,
2,2,59,100497,0,0,0,
2,2,60,100498,0,0,0,
2,2,61,100499,0,0,0,
2,2,62,100500,0,0,0,
2,2,63,100501,0,0,0,
2,2,64,101731,0,0,0,
2,2,65,101732,0,0,0,
2,2,66,101733,0,0,0,
2,2,67,101734,0,0,0,
2,2,68,101735,0,0,0,
